title,agency,date,links,标题,来信日期,信件内容,回复日期,回复单位,回复内容
物业不退还订金问题,上海市松江区住房保障和房屋管理局,2023-08-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=C1908422544C4DC39B7908FE8BC04310,物业不退还订金问题,2023-08-03,本人反映，于8月1号缴纳给贸家物业2000元订金，想短租一个房间一个月。因家中有事，父母无法前来居住，无奈只能退房。与贸家物业多次沟通协商，可以扣除这几天的房费作为赔偿。现要求退还剩余订金。,2023-08-22,上海市松江区住房保障和房屋管理局,信访事项处理意见书张**同志：您反映的信访事项已受理。经研究，现答复如下：经与中介公司沟通协调，其愿意退还部分定金，您认同协调结果，并已确认收到退款。感谢您对党和政府工作的关心、理解和支持。上海市松江区住房保障和房屋管理局2023年8月16日
卧床老人护理问题可否得到家庭医生的指导,上海市浦东新区卫生健康委员会,2023-08-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=B1BC158FCD974D01BBE33F9754B190EB,卧床老人护理问题可否得到家庭医生的指导,2023-07-16,虽然目前家庭医生医疗服务已经开始实行，但针对于卧床老人群体，并没有实现医疗服务的覆盖。老人患有褥疮，家属想寻求专业的医疗服务和指导。此外，老人患有胆囊炎，住院治疗后出院，也未得到预后注意事项的指导，有关饮食这方面的注意事项，家属也希望能获得长期的医疗指导。因此，想帮老人申请社区家庭医生服务，获取专业方便的医疗指导，但申请过程也遇到阻碍，只能手机用户自己进行家庭医生结对，无法实现帮卧床老人这类特殊群体注册申请家庭医生。针对于长期卧床老人，可否有更便捷获得医疗服务和指导的方式？目前来看，家庭医生这一途径确实不错，但似乎也并未大范围普及，希望能有相应措施来完善养老医疗服务。,2023-08-22,上海市浦东新区卫生健康委员会,朱同志：您反映的信访事项本机关已受理。经研究，现答复如下：您反映希望寻求专业的医疗服务并得到家庭医生长期医疗指导的情况。我委在接到您的信访件后高度重视，立即联系浦兴社区卫生服务中心核实情况，解决问题。经了解，您家人因有多处压疮，因此希望获得长期的、专业的医疗服务。浦兴社区卫生服务中心了解情况后，及时让家庭医生和伤口护士上门巡诊，指导换药和护理宣教，并建立了有效联系方式。我委也将继续督各社区卫生服务中心进一步加强家庭医生的服务意识，更好的为居民提供服务。感谢您对浦东卫生工作的支持。上海市浦东新区卫生健康委员会2023年7月27日
反映退购房押金问题,上海市松江区住房保障和房屋管理局,2023-08-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=8CB8DC1D62CA413E96E783A6C495D779,反映退购房押金问题,2023-07-31,"本人反映,于7月9日在泗泾绿中海购房处当场支付了10万元定金，本人认为销售存在诱导行为，要求退还押金。",2023-08-22,上海市松江区住房保障和房屋管理局,信访事项处理意见书陈**同志：您反映的信访事项已受理。经研究，现答复如下：经协调，企业反馈已与您联系并协商一致，同意退还押金。感谢您对党和政府工作的关心、理解和支持。上海市松江区住房保障和房屋管理局2023年8月16日
合理修剪行道树，避免遮挡红绿灯,上海市杨浦区绿化和市容管理局,2023-08-18,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=5F785E1F76AD4A1DADC13A80D6D1D32F,合理修剪行道树，避免遮挡红绿灯,2023-08-07,杨浦区抚顺路由东向西开车行驶到长岭路口时，因行道树枝叶遮挡，开到距离路口很近位置才能看到红绿灯，对安全行驶不利。我不知道向哪个部门反映情况，麻烦安排处理，谢谢！,2023-08-18,上海市杨浦区绿化和市容管理局,***同志：您反映的信访事项本机关已受理。经研究，现答复如下：经现场查看，行道树为广玉兰，因非机动车行驶人员视线角度的原因，行道树的下枝略有遮挡对马路的红绿灯。养护单位已按照规范要求进行了相应行道树的修剪，保障红绿灯附近的视线无遮挡。下一步，养护单位会加强对此路段的巡查维护，着力解决好树线矛盾、树牌矛盾、树灯矛盾等问题，杜绝此类情况的发生。感谢您对绿化市容工作的支持！上海市杨浦区绿化和市容管理局2023年8月15日
关于无轨电车复辟提议,上海市道路运输管理局,2023-08-17,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=BADC99A11606495094D44A879C87447F,关于无轨电车复辟提议,2023-06-29,"本人反映,2022年8-12月，8路，6路，28路，25路，22路及13路这6条线路相继更换新能源车，而无轨电车的电线却一直没有拆除本人认为,此6条线路也是曾经的老牌示范线路，此6条线路基本都是从其他线路借调车辆，并且车辆也以4年之久，近期6路和28路相继使用无轨电车代车，大部分时间电线处于荒废状态本人要求,为6条线路购置关于客流的相关无轨电车车辆，避免电线荒废导致的问题",2023-08-17,上海市道路运输管理局,秦同志：  您好！您关于无轨电车的来信已收悉，经研究，现将处理意见答复如下：  经了解，久事公交公司已将无轨电车线网拆除工作列入任务计划，拆除工程将结合合杆整治与架空线入地工作同步实施，目前该项目处于前期准备阶段。  感谢您对我们工作的理解支持。                                    上海市道路运输管理局                                          2023年7月19日
电瓶车违规充电,上海市杨浦区人民政府四平路街道办事处,2023-08-17,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=C2637564953C4474B6A8A294780058CE,电瓶车违规充电,2023-08-04,小区内有人私自从电表接线至居民楼信箱下方给电瓶车充电，私自从电表上接线容易引起安全事故，存在严重的安全隐患，要求有关部门解除该隐患。,2023-08-17,上海市杨浦区人民政府四平路街道办事处,***同志，您好：您反映的事项已受理。针对您反映的问题，居委工作人员与社区民警立即上门约谈了私拉电线的住户，目前该住户已自行拆除了电线及相关充电设施，排除了安全隐患。杨浦区四平路街道办事处2023年8月14日
关于在泗泾医院配糖尿病药的问题,上海市松江区卫生健康委员会,2023-08-17,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=3D3AD5769ABC441B8683339B5C7D47F6,关于在泗泾医院配糖尿病药的问题,2023-07-14,本人反映，本人为糖尿病患者，需要长期使用控糖药物司美格鲁肽，只能在松江区泗泾医院专家门诊才能购买此药。希望，长期慢性病配药普通门诊就能买到药。,2023-08-17,上海市松江区卫生健康委员会,"信访事项答复意见书沈*同志：您好！您反映的信访事项已受理。经调查,松江区泗泾医院考虑糖尿病患者长期使用控糖药物司美格鲁肽的特殊性，在专科医生充分评估和严格把控适应症的前提下，可以在专科普通门诊配药物司美格鲁肽。感谢您对松江卫生工作的关注和支持！祝您生活愉快！上海市松江区卫生健康委员会2023年7月21日"
装修噪声,上海市闵行区人民政府古美路街道办事处,2023-08-17,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=BC6C9B4E48614A058FD8D2861FA890FB,装修噪声,2023-07-21,小区楼装修，装修的时间是中午一点多，这个时间段其实不可以装修，中午两点以后才可以装修，装修导致居民中午无法休息，我自己住在附近，噪声污染我有录像证据，旁边居民也可以作证。要求对中午装修的不良行为进行整治，让我们有个安静的午休时间，非常感谢~,2023-08-17,上海市闵行区人民政府古美路街道办事处,张同志：您好！您信访反映的事项收悉。经了解，物业和居委会已上门勒令装修公司在中午时间段禁止施工。物业已对装修施工单位开具了整改单并在后续加强巡逻。特此告知。
健身中心收费问题,上海市闵行区马桥镇人民政府,2023-08-17,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=C58EAF699503418FB3BBDC2C3FA946FA,健身中心收费问题,2023-07-11,"本人反映本人为马桥镇常驻居民，于2021年7月份在富国路36号的政府惠民工程---马桥景城健身中心办理了一张储值卡，仅限在健身中心1楼的乒乓球及1楼其他按次收费项目，最近营业人员告诉我们此卡有效期至2023年8月15号到期，当时销售人员说储值卡没有期限，按次扣费直至消费完卡内储存的金额；并且乒乓球收费项目已经连续单方涨价。本人要求,对我的储值卡立即兑现无失效期的承诺。",2023-08-17,上海市闵行区马桥镇人民政府,袁同志：您于2023年7月11日邮件至闵行区人民政府，反映的事项（信访件编号：网[2023]000167xxx）我镇已收悉，现简复如下：马桥镇文化体育发展中心已就相关情况与马桥景城健身中心运营方沟通，并已妥善处理，您表示满意。特此告知。
平台对平台驾驶员安全驾驶相关问题漠视的申诉,上海市交通委员会执法总队,2023-08-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=AFA08C0B0F094FF1B9B94F7E79F4192D,平台对平台驾驶员安全驾驶相关问题漠视的申诉,2023-07-12,6月25日12时33分，本人通过130****0251手机号滴滴平台叫车，遭遇滴滴平台所派驾驶员疲劳驾驶（滴滴平台播报要求滴滴驾驶员休息），以及驾驶员驾驶过程中急踩急停情况。反馈滴滴客服后，又遭遇客服未认真核实问题，联系电话错误等问题。至今以上问题未有效解决。针对滴滴答复，本人重申，滴滴平台完全没有意识到疲劳驾驶可能造成的重大安全隐患，这种安全隐患可能导致至少两个家庭的生命陨落。监管部门应该主动介入。同时，对滴滴提出的补偿，本人认为，该笔行程不仅仅是我已支付的成本，还有滴滴客服在处理过程中浪费的时间，造成本人优惠券的损失以及滴滴客服在联系过程中多人次客服联系电话错误，客服不看问题就乱说一通等给本人带来的麻烦。此外，本人首次投诉后，滴滴平台未有任何联系，显示出对该问题的不重视。当前，本人强烈投诉滴滴平台，要求平台认真核实问题，赔付优惠券120元。,2023-08-16,上海市交通委员会执法总队,刘同志：您好！您反映滴滴平台对平台驾驶员安全驾驶相关问题漠视，要求平台认真核实问题并赔付优惠券的信访事项已受理。经研究，现答复如下：2023年7月13日，市交通委执法总队收到您来信所反映的情况后高度重视，第一时间责令滴滴出行平台核实处理。滴滴出行平台收悉后电话与您联系，经沟通，平台与您达成一致。2023年7月26日，市交通委执法总队电话与您联系，对您进行电话回访，您表示认可。感谢您对本市交通执法工作的关心、理解和支持。上海市交通委员会执法总队2023年7月27日
虹口区334，339地块规划,上海市虹口区规划和自然资源局,2023-08-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=AC26C62EBDB54AD3B6D2B7C5060771C7,虹口区334，339地块规划,2023-07-27,想要了解一下，虹口区万寿街附近的334，339地块动迁之后，具体的规划是什么？,2023-08-16,上海市虹口区规划和自然资源局,告知书竺同志：目前334、339旧改地块对应的《虹口区江湾社区N080702单元控制性详细规划hk0017、hk0018街坊局部调整》处于规划编制阶段，规划用地性质为住宅。具体您可以在虹口区人民政府门户网站搜索或直接输入http://www.shhk.gov.cn/xwzx/002002/20230116/b4491f10-f769-43b5-9b5a-241412d3d07d.html查看规划公示内容。特此告知。上海市虹口区规划和自然资源局2023年8月4日
关于岳阳街道中山二路和人民北路交叉口商业（文峰大世界）项目进度的咨询,上海市松江区人民政府岳阳街道办事处,2023-08-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=CFA0B3A5F0D04C0DB87E7CA43564A9CE,关于岳阳街道中山二路和人民北路交叉口商业（文峰大世界）项目进度的咨询,2023-07-21,"本人反映,岳阳街道中山二路和人民北路交叉口商业（文峰大世界）项目从2016年至今已经7年有余，但是项目进度仍然缓慢难见竣工，已经是老大难的问题。本人认为,长期未完工且无公示，周围居民都很关心项目进展，何时开业，一直是工地状态对于附近小区也会有持续影响，老城商业均是二十年以上的老项目，确实急需一个新商业中心提升消费信心和水平。本人要求,对项目为何如此缓慢进行了解和同步，对预计何时开工、完工进行确认。",2023-08-16,上海市松江区人民政府岳阳街道办事处,简复告知书吕**同志：您好！您于2023年7月21日信访反映岳阳街道中山二路和人民北路交叉口商业（文峰大世界）项目进度缓慢难见竣工的事项收悉。经了解，“文峰大世界”项目是由民营企业全资实施运作，该项目在实施过程中因故造成工程在建设一段时间后停工。经多方努力，在2021年又重新启动了剩余部分的装修工程。截至目前，各项工作推进比较顺利，预计明年可以开业。特此告知。上海市松江区人民政府岳阳街道办事处2023年7月24日
